"","USGS_GAGE","COMID","STATION_NA","Water_Year","Q1","Q2","Q3","Mean_Annual_Flow","WYT","POR_avg_annual_flow","Count_water_months","Count_monthlyavg"
"1","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1950,4,6,13,7.33333333333333,"Above Moderate",17.4924242424242,3,396
"2","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1951,4,6,13,2.33333333333333,"Dry",17.4924242424242,6,396
"3","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1952,4,6,13,15.1666666666667,"Wet",17.4924242424242,6,396
"4","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1953,4,6,13,8.33333333333333,"Above Moderate",17.4924242424242,6,396
"5","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1954,4,6,13,8.16666666666667,"Above Moderate",17.4924242424242,6,396
"6","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1955,4,6,13,7.83333333333333,"Above Moderate",17.4924242424242,6,396
"7","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1956,4,6,13,6.66666666666667,"Above Moderate",17.4924242424242,6,396
"8","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1957,4,6,13,7.33333333333333,"Above Moderate",17.4924242424242,6,396
"9","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1958,4,6,13,20.8333333333333,"Wet",17.4924242424242,6,396
"10","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1959,4,6,13,8.83333333333333,"Above Moderate",17.4924242424242,6,396
"11","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1960,4,6,13,4,"Below Moderate",17.4924242424242,6,396
"12","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1961,4,6,13,3.5,"Dry",17.4924242424242,6,396
"13","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1962,4,6,13,21.1666666666667,"Wet",17.4924242424242,6,396
"14","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1963,4,6,13,5.16666666666667,"Below Moderate",17.4924242424242,6,396
"15","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1964,4,6,13,4.16666666666667,"Below Moderate",17.4924242424242,6,396
"16","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1965,4,6,13,2.83333333333333,"Dry",17.4924242424242,6,396
"17","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1966,4,6,13,48.1666666666667,"Wet",17.4924242424242,6,396
"18","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1967,4,6,13,21.5,"Wet",17.4924242424242,6,396
"19","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1968,4,6,13,12.8333333333333,"Above Moderate",17.4924242424242,6,396
"20","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1969,4,6,13,88,"Wet",17.4924242424242,6,396
"21","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1970,4,6,13,12,"Above Moderate",17.4924242424242,6,396
"22","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1971,4,6,13,11,"Above Moderate",17.4924242424242,6,396
"23","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1972,4,6,13,9,"Above Moderate",17.4924242424242,6,396
"24","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1973,4,6,13,12.8333333333333,"Above Moderate",17.4924242424242,6,396
"25","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1974,4,6,13,10.8333333333333,"Above Moderate",17.4924242424242,6,396
"26","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1975,4,6,13,6,"Above Moderate",17.4924242424242,6,396
"27","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1976,4,6,13,6.33333333333333,"Above Moderate",17.4924242424242,6,396
"28","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1977,4,6,13,6.16666666666667,"Above Moderate",17.4924242424242,6,396
"29","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1978,4,6,13,103.833333333333,"Wet",17.4924242424242,6,396
"30","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1979,4,6,13,24.5,"Wet",17.4924242424242,6,396
"31","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1980,4,6,13,65.8333333333333,"Wet",17.4924242424242,6,396
"32","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1981,4,6,13,7.66666666666667,"Above Moderate",17.4924242424242,6,396
"33","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1982,4,6,13,7.83333333333333,"Above Moderate",17.4924242424242,6,396
"34","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1983,4,6,13,48.5,"Wet",17.4924242424242,6,396
"35","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1984,4,6,13,13.1666666666667,"Wet",17.4924242424242,6,396
"36","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1985,4,6,13,8,"Above Moderate",17.4924242424242,6,396
"37","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1986,4,6,13,20.5,"Wet",17.4924242424242,6,396
"38","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1987,4,6,13,6.16666666666667,"Above Moderate",17.4924242424242,6,396
"39","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1988,4,6,13,13.3333333333333,"Wet",17.4924242424242,6,396
"40","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1989,4,6,13,8.5,"Above Moderate",17.4924242424242,6,396
"41","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1990,4,6,13,4.33333333333333,"Below Moderate",17.4924242424242,6,396
"42","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1991,4,6,13,6.66666666666667,"Above Moderate",17.4924242424242,6,396
"43","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1992,4,6,13,27.1666666666667,"Wet",17.4924242424242,6,396
"44","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1993,4,6,13,89.1666666666667,"Wet",17.4924242424242,6,396
"45","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1994,4,6,13,9.5,"Above Moderate",17.4924242424242,6,396
"46","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1995,4,6,13,42,"Wet",17.4924242424242,6,396
"47","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1996,4,6,13,12.1666666666667,"Above Moderate",17.4924242424242,6,396
"48","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1997,4,6,13,12.8333333333333,"Above Moderate",17.4924242424242,6,396
"49","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1998,4,6,13,28.5,"Wet",17.4924242424242,6,396
"50","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1999,4,6,13,7.66666666666667,"Above Moderate",17.4924242424242,6,396
"51","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2000,4,6,13,6.33333333333333,"Above Moderate",17.4924242424242,6,396
"52","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2001,4,6,13,9.5,"Above Moderate",17.4924242424242,6,396
"53","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2002,4,6,13,4.16666666666667,"Below Moderate",17.4924242424242,6,396
"54","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2003,4,6,13,12.1666666666667,"Above Moderate",17.4924242424242,6,396
"55","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2004,4,6,13,7.66666666666667,"Above Moderate",17.4924242424242,6,396
"56","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2005,4,6,13,84.8333333333333,"Wet",17.4924242424242,6,396
"57","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2006,4,6,13,10.6666666666667,"Above Moderate",17.4924242424242,6,396
"58","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2007,4,6,13,4.33333333333333,"Below Moderate",17.4924242424242,6,396
"59","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2008,4,6,13,8.83333333333333,"Above Moderate",17.4924242424242,6,396
"60","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2009,4,6,13,6.83333333333333,"Above Moderate",17.4924242424242,6,396
"61","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2010,4,6,13,12.5,"Above Moderate",17.4924242424242,6,396
"62","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2011,4,6,13,26.3333333333333,"Wet",17.4924242424242,6,396
"63","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2012,4,6,13,5.33333333333333,"Below Moderate",17.4924242424242,6,396
"64","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2013,4,6,13,3.16666666666667,"Dry",17.4924242424242,6,396
"65","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2014,4,6,13,4,"Below Moderate",17.4924242424242,6,396
"66","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2015,4,6,13,3.66666666666667,"Dry",17.4924242424242,6,396
"67","10263500",22684930,"BIG ROCK C NR VALYERMO CA",2016,4,6,13,3.33333333333333,"Dry",17.4924242424242,3,396
"68","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1950,2,6,20,9.66666666666667,"Above Moderate",23.5606060606061,3,396
"69","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1951,2,6,20,1.16666666666667,"Dry",23.5606060606061,6,396
"70","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1952,2,6,20,31.5,"Wet",23.5606060606061,6,396
"71","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1953,2,6,20,7.33333333333333,"Above Moderate",23.5606060606061,6,396
"72","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1954,2,6,20,12.6666666666667,"Above Moderate",23.5606060606061,6,396
"73","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1955,2,6,20,9.83333333333333,"Above Moderate",23.5606060606061,6,396
"74","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1956,2,6,20,8,"Above Moderate",23.5606060606061,6,396
"75","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1957,2,6,20,9.5,"Above Moderate",23.5606060606061,6,396
"76","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1958,2,6,20,33,"Wet",23.5606060606061,6,396
"77","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1959,2,6,20,9,"Above Moderate",23.5606060606061,6,396
"78","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1960,2,6,20,3.5,"Below Moderate",23.5606060606061,6,396
"79","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1961,2,6,20,3.16666666666667,"Below Moderate",23.5606060606061,6,396
"80","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1962,2,6,20,35.8333333333333,"Wet",23.5606060606061,6,396
"81","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1963,2,6,20,3.83333333333333,"Below Moderate",23.5606060606061,6,396
"82","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1964,2,6,20,3.5,"Below Moderate",23.5606060606061,6,396
"83","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1965,2,6,20,2.16666666666667,"Below Moderate",23.5606060606061,6,396
"84","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1966,2,6,20,64,"Wet",23.5606060606061,6,396
"85","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1967,2,6,20,31.1666666666667,"Wet",23.5606060606061,6,396
"86","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1968,2,6,20,16.3333333333333,"Above Moderate",23.5606060606061,6,396
"87","10264000",22681934,"LITTLE ROCK C AB LTTLE ROCK RES NR LITTLEROCK CA",1969,2,6,20,106.5,"Wet",23.5606060606061,6,396
