"","USGS_GAGE","COMID","STATION_NA","Water_Year","ONEsdabove","ONEsdbelow","TWOsdabove","TWOsdbelow","Mean_Annual_Flow","WYT","POR_mean_annual_flow","Count_water_months","Count_monthlyavg"
"1","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1950,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,5.44444444444444,"Wet",16.3623737373737,9,792
"2","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1951,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,2.58333333333333,"Wet",16.3623737373737,12,792
"3","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1952,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,24.5,"Wet",16.3623737373737,12,792
"4","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1953,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,6.58333333333333,"Wet",16.3623737373737,12,792
"5","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1954,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,10.6666666666667,"Wet",16.3623737373737,12,792
"6","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1955,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,8.08333333333333,"Wet",16.3623737373737,12,792
"7","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1956,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,6.5,"Wet",16.3623737373737,12,792
"8","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1957,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,6.91666666666667,"Wet",16.3623737373737,12,792
"9","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1958,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,33.6666666666667,"Wet",16.3623737373737,12,792
"10","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1959,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,7.08333333333333,"Wet",16.3623737373737,12,792
"11","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1960,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,3.5,"Wet",16.3623737373737,12,792
"12","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1961,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,2.83333333333333,"Wet",16.3623737373737,12,792
"13","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1962,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,20.1666666666667,"Wet",16.3623737373737,12,792
"14","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1963,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,4.75,"Wet",16.3623737373737,12,792
"15","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1964,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,4.41666666666667,"Wet",16.3623737373737,12,792
"16","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1965,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,6.58333333333333,"Wet",16.3623737373737,12,792
"17","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1966,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,30.5833333333333,"Wet",16.3623737373737,12,792
"18","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1967,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,28.3333333333333,"Wet",16.3623737373737,12,792
"19","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1968,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,10.25,"Wet",16.3623737373737,12,792
"20","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1969,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,69.3333333333333,NA,16.3623737373737,12,792
"21","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1970,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,10.25,"Wet",16.3623737373737,12,792
"22","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1971,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,8.75,"Wet",16.3623737373737,12,792
"23","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1972,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,7.08333333333333,"Wet",16.3623737373737,12,792
"24","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1973,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,16.6666666666667,"Wet",16.3623737373737,12,792
"25","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1974,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,10.6666666666667,"Wet",16.3623737373737,12,792
"26","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1975,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,8.25,"Wet",16.3623737373737,12,792
"27","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1976,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,7.41666666666667,"Wet",16.3623737373737,12,792
"28","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1977,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,8.08333333333333,"Wet",16.3623737373737,12,792
"29","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1978,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,83.75,NA,16.3623737373737,12,792
"30","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1979,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,27.6666666666667,"Wet",16.3623737373737,12,792
"31","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1980,46.4805774204294,-13.7558299456819,76.5987811034851,-43.8740336287376,52.9166666666667,NA,16.3623737373737,12,792
